mz_rt	BD01	BD02	BD03	BD04	BD05	BD06	BD07	BD08	BD09	BD10	BD11	BD12	BD13	BD14	BD15	BD16	BD17	BD18	BD19	BD20	BD21	BD22	BD23	BD24	BD25	BD26	BD27	BD28	BD29	BD30	CT01	CT02	CT03	CT04	CT05	CT06	CT07	CT08	CT09	CT10	CT11	CT12	CT13	CT14	CT15	CT16	CT17	CT18	CT19	CT20	CT21	CT22	CT23	CT24	CT25	CT26	CT27	CT28	CT29	CT30	SZ01	SZ02	SZ03	SZ04	SZ05	SZ06	SZ07	SZ08	SZ09	SZ10	SZ11	SZ12	SZ13	SZ14	SZ15	SZ16	SZ17	SZ18	SZ19	SZ20	SZ21	SZ22	SZ23	SZ24	SZ25	SZ26	SZ27	SZ28	SZ29	SZ30	QC_1_2	QC_2	QC_2_2	QC_2_3	QC_2_4	QC_3	QC_4	QC_4_2	QC_4_3	QC_5	QC_5_2	QC_5_3	QC_5_4
771.990545204685_98.678229	3144597.63885	3179361.41735	2924946.24640	3344654.11442	2533191.38897	3046946.21884	3268814.55496	3692258.11768	3348354.16161	3083001.23224	3170916.79312	3158054.44144	2988037.78313	3316304.41216	2947546.07148	3694918.90159	2888218.00569	3271728.65856	3063155.53836	3214898.30575	3243949.35531	3296154.70938	2350274.85781	3485857.71487	2708065.92188	2865563.50435	3493997.19026	3250861.43418	3337824.13524	3230754.11016	3172596.62611	2963373.11934	3296492.81587	2518188.32005	3066175.94249	2394540.66481	3118752.09880	3006327.03788	3512968.06567	2801495.30377	3303588.74218	3068635.06600	3454501.81881	3266150.41132	3635862.76897	3206001.96248	3266686.37555	2786901.19983	2193281.17586	3443926.72093	3259982.65360	3604887.39485	3209876.94461	3004874.46700	3391274.01449	3496356.58089	2940469.22823	2791580.25397	3268579.53761	3479419.13863	3933381.74343	3092658.92307	3478134.45475	3341788.97540	2985236.19913	3465598.91837	3069905.56327	3229893.06085	3144849.48247	3532097.00872	2860059.58361	3251166.31486	3488105.98777	3485092.32434	3759718.56462	3362550.68945	2988186.39243	3214871.86521	3012254.27804	3226899.49411	3065738.50352	3180130.30311	3358313.22575	3283543.82077	3254922.21363	2958327.46254	3107851.52850	3241420.86533	2832654.49580	2984583.45271	3006964.44701	3383394.67771	2921856.61343	3015001.81583	3029960.33771	3248911.76752	3031119.11788	2745458.14804	2869591.99907	3168662.98732	3250464.92095	3166930.94883	3229602.86018
772.572136005216_348.588726	5027465.93800	4565140.90571	1480969.48728	3401423.51450	1672804.53761	3122602.41531	5644181.32165	2399868.61705	2870674.85014	2866705.08559	2216497.73469	3802770.95899	5041715.31871	1266374.82972	2126353.71691	2705734.69253	1437390.07666	2781166.39339	3177008.65137	5120013.79158	2163812.07556	1861813.52707	3646673.36776	2974070.69268	2403214.63733	2331827.70763	1834606.12184	2705019.23590	1980193.78839	4955522.61688	2365349.87146	3369410.20283	2327109.93435	2756440.29402	4315066.66730	2105562.13492	4293821.27293	1808008.20472	2369222.13256	3456104.92583	2098563.91637	4084481.84156	3991043.61711	2641533.71358	2386170.28022	2824646.58925	2023668.00693	1838182.95115	2566575.86955	3062627.02738	2231478.87922	3403519.24432	1000674.90539	3613532.57752	2417760.54399	2590785.49288	3021109.32612	3568444.94125	2515214.87529	2783966.59743	2203562.85372	1201980.09906	3730250.23313	2056961.72999	1539340.17876	2669864.82349	1737355.38779	2041413.13524	2272650.90444	5129735.98305	3537104.95532	2318318.79314	1661090.49522	1256531.62925	3178588.14495	1992899.11449	2426763.14157	2708029.73471	2270524.23346	2229011.95237	2219578.36438	2336538.52084	3270380.52016	1325345.95106	1893705.24474	2440984.71688	2856079.26542	2456277.22895	3275309.93228	1866985.74422	2535494.30610	2259992.64370	2325578.37184	2242723.41840	4103942.33830	2565889.75640	2743677.13957	2688441.29819	2527183.70331	2689387.59780	2657439.05654	2661464.56116	2658473.19612
772.798236320562_47.239068	1216711.60842	1451664.12666	1491500.84746	1219443.29952	1293460.85391	1108932.49279	1363631.66015	1529285.52490	1527145.05327	961596.60637	1239436.86358	1016818.70333	1381743.91458	1355475.32337	802094.39683	1379685.14884	1189600.01153	1388085.69130	1388808.66950	1373499.32520	1251494.29788	1198194.90857	1480871.82754	1585468.82222	1121032.43236	1376147.14124	1377911.74608	1442156.21178	1397304.99018	1320859.44978	1458579.20926	2275888.34006	1404819.46805	507709.96327	1481240.34445	1780201.70220	1160099.65844	1175176.06746	1381085.10593	1723726.21982	1480179.84926	1017195.03742	1550718.04341	1042080.26551	1115421.74810	1497001.27816	1779809.58882	1515524.55375	1649587.96786	1299358.71329	1425393.32823	1374658.67785	1548883.94957	1206516.82034	955460.43691	1331695.88463	1290014.07679	1158413.05553	1419566.84139	1133655.05389	1151230.80813	2392604.68605	1173280.39705	868250.63379	1293930.21175	2295221.54096	1551268.63524	1464164.40997	1472459.24635	1349838.74395	1359710.35134	1397117.09020	1391481.77286	1472839.41601	1222679.39666	1208242.51949	1540164.57725	847680.75123	1639115.14408	1314745.02821	861412.03175	982444.69213	1678856.68919	1597067.65090	1525932.57995	1206999.48060	1449716.02115	1190305.21375	517356.96625	1335184.79805	1074851.31968	1245444.51859	1415356.24682	1349201.72525	1350511.00840	449899.89676	1262641.56731	1575190.39446	1512028.16245	996531.16339	1300698.11177	1310920.62897	1142446.04813
777.497075479488_314.528643	3264886.84215	1675195.37663	2955804.12265	1923309.20424	3393997.72052	1459447.77711	2139994.07855	1697590.49278	2081398.65196	1237480.88510	2034586.17982	2953241.84278	2342833.13850	1001513.21503	1607049.90076	2596217.79430	2163664.53114	1754467.72064	2152567.92376	2420417.69565	1227102.40038	2444697.95335	2046550.85257	1822600.10307	1803836.26253	1551682.36185	1281450.11267	1677055.03510	2836912.13849	3359785.10960	1775947.97040	2188717.94468	2011797.54335	2185869.41112	2233519.80543	1700306.97721	2503133.60189	2640099.23372	1304015.33101	3780315.98934	2326559.21054	2424099.52248	3070444.50349	1371073.28659	2027949.47232	2397778.72502	2273693.60432	3408003.26257	2017780.22474	1868978.11803	1783314.88256	1844586.26353	1713003.41296	3350452.05117	1893745.53757	2290300.97001	3363815.28608	2470503.36056	2345100.34987	2106220.55820	953791.25757	1646466.07029	1394081.71094	2262641.18904	1698837.29734	1109957.67013	1214507.71605	2638742.91077	2263815.98338	2184904.24821	3567309.57200	1584653.79756	1498822.84677	1152132.82785	1511861.92558	1969006.16357	2873454.83309	1985583.20402	1468599.49430	2234317.76450	2527154.34049	1728987.49273	2176496.78842	2060833.82578	2514929.21615	1623203.73091	2159996.58433	1275380.61155	2884815.45201	2187432.52846	2228662.81462	3447288.88698	3554758.36417	3347833.97179	2352106.50284	2362486.91544	2280961.10670	2284334.48984	2389097.25838	2334452.66173	2010057.38051	1946611.54131	1870887.78421
778.251132568484_73.413876	348683.66469	396067.41388	291367.88024	409523.94429	414051.87981	305004.76981	607668.51437	617130.17410	449194.65410	763303.53555	465318.21960	424284.10154	614244.30798	753432.73016	325447.63241	358649.40989	501307.73572	457139.72525	490729.92108	267806.79912	512092.74628	651954.26689	682639.34789	370028.58946	380743.91940	487827.96756	462890.09205	223252.71358	756132.02093	315002.19580	671528.05738	0.00000	411003.01679	481770.07293	344815.50119	1058891.91976	225802.92939	477626.51260	1034935.92823	227514.92248	323600.84901	421634.13490	261997.28019	543213.61356	574923.78195	435925.36745	540209.56650	721822.96384	275254.87768	437206.60885	435223.67566	332238.20822	567046.12439	1041172.94730	516043.05941	289017.41011	423732.39011	808933.80893	617429.40351	882337.30138	590648.86069	231972.43372	713300.10695	509401.73398	231347.21656	123344.29356	741527.28598	479891.29163	561053.29146	437507.95477	381216.14291	855248.69447	345423.01666	658561.89998	633929.10364	1044591.94789	340340.02227	93829.99320	400802.48329	420230.22258	491285.39749	284749.95163	581683.92164	488096.81551	753193.05736	637661.19490	696436.77297	414534.42823	347366.07782	578893.04503	292188.96564	436544.87550	483047.82009	500050.68503	203982.00907	193437.21125	387087.09235	354532.37720	411407.82978	495901.80740	623886.47125	687550.22417	617815.11501
778.743762017057_47.2836042	671725.54118	1054834.14813	1052483.59966	963314.50206	1083177.03216	690184.68151	976006.54141	1040537.91990	1029924.34973	871214.87677	725399.05157	582656.07455	1092052.49481	1361400.17931	241072.17446	716316.59410	1249888.08522	1061507.24557	1181425.59937	932551.37026	724139.02817	948757.05397	1270964.20682	1305366.29966	1194440.27381	1099096.81238	909435.17262	1082016.21602	1031279.22749	1108503.61240	1056841.40035	185520.45637	1050014.99998	467957.35877	829203.46770	1615660.72795	708674.23068	903883.90194	907849.88985	1120067.63917	1321567.26752	1041725.03926	1008435.37752	1134157.82954	668941.63047	1179778.53832	1040855.50263	1007422.71818	1299962.25597	860549.70904	916666.79810	1082615.40521	1143254.34026	1074788.20519	598304.61636	894142.03766	1118039.54772	1015794.40740	753606.79680	1031921.45461	950884.51558	137823.80167	942549.37715	630589.76874	1095217.11279	103032.53093	1204063.24080	1112461.40121	960834.58545	805672.33436	877676.84178	1244308.39832	965027.26079	1017333.91450	990326.48945	1052236.19913	1243060.96126	173267.94826	876380.62053	1387205.30661	401709.19633	668818.19912	1007876.30358	1104504.94849	936135.15142	999610.86168	1089215.96012	812326.68392	369822.03475	1265174.77614	843472.61741	1033231.32372	1115181.57654	1091747.79109	813994.24370	110073.11780	922619.93942	1118476.94471	1068266.32755	988366.40278	1088980.92530	963797.78997	929823.25242
782.283005891212_117.324162	613369.48785	892904.70059	404487.34656	809962.11429	493346.86889	520229.59175	708653.58206	794081.74907	1090289.65922	598363.79151	692086.67215	724373.02565	816420.80106	926394.30396	462016.56089	418822.42825	596030.50006	918353.35812	676762.63657	988515.46232	765600.19033	1298695.30869	991676.33556	754879.11546	676878.99349	715311.55938	871370.14389	691864.24909	1090410.88511	451926.47497	888063.97710	246710.20569	481050.63827	662501.81961	381464.58414	593865.72543	491492.95005	508427.90971	1075158.20223	328817.82518	544691.61710	724414.60796	594496.66183	1017500.95264	770280.27647	452949.63875	790191.11973	563964.13367	550076.40186	887973.93540	802000.19653	641933.04018	639569.94657	885818.34236	730423.06979	631808.14467	523864.94965	970462.44418	745701.85759	1250302.69974	1301042.14438	543236.00701	1290771.26604	671161.25286	667453.24876	755804.73336	994504.40371	955222.78191	824109.24691	903245.56335	564609.00298	1020859.31605	1158004.94872	1172512.11504	960766.47765	1194122.56025	331117.84718	514664.09374	651346.86297	417176.96670	922954.60197	533752.69054	805634.14003	984082.56344	1162670.20902	598758.25457	1120433.36991	1219453.49476	496378.94540	882684.24211	527781.75289	392897.95024	410991.82289	468835.68831	521418.74468	536037.02114	553557.91147	502300.84182	550842.49239	567355.44041	1017925.04967	1036933.61399	1096478.97197
782.834592532139_1192.30923	1290636.65764	1271463.58352	1637958.95256	1281205.91591	1403235.25667	1545679.97254	1386418.44410	1359068.85295	1355315.13639	1380034.62995	1404660.47034	1309166.45815	1516261.50020	1464736.07380	1283034.01294	1435268.00724	1806005.63978	1484451.89269	1719693.77094	1354676.64859	1451571.83183	1445775.83775	1356706.57779	1349363.57556	1307046.05872	1560689.63797	1385077.76813	1384911.41511	1361317.39769	1357970.06368	1523033.28633	1464505.30847	1890301.28335	1508917.56506	1384148.54533	1581941.08936	1426363.18700	1739357.68451	1408223.27319	1335791.57558	1744220.19421	1605026.35043	1403407.41869	1352163.25690	1285027.36346	1465632.73393	1384852.07631	1519555.67718	1354990.69461	1338940.55793	1329059.48325	1450525.69669	1672649.60618	1302721.74927	1411448.41653	1388482.41288	1553291.97078	1395284.32631	1585686.59117	1339393.92043	1446143.95621	576798.94041	1526966.03629	1367571.32907	1689853.02964	1439555.79018	1435319.88959	1332355.18336	1355989.11911	1291714.04948	1487051.54707	1450086.66702	1413734.63286	1321521.82896	1373179.83101	1469563.62194	1638963.07408	1441464.02423	1656084.57017	1341742.41794	1348250.33539	1353987.11814	1277742.69884	1321734.21424	1355938.44073	1411106.66662	1288994.62443	1408068.37493	1738762.04182	1600966.91730	1593427.43394	1173606.15146	1535593.66334	1360276.96746	1529227.74361	1227472.52459	1139041.92733	1367497.03704	1532338.80959	1154969.54951	1378827.28596	1330011.53789	1345373.48686
784.832739220749_1192.1139	333057.95970	299715.71569	467648.27759	339214.84199	397847.68028	421263.82756	347929.25777	340566.56531	342752.53996	334201.15050	326885.20162	348516.11703	385543.19355	358362.09706	307523.41433	365800.54987	474786.59682	373843.92894	467495.25871	329916.82519	352213.39661	367397.29743	363491.21733	384922.38386	357642.57852	453615.28284	348271.29157	379743.58377	357755.70218	329098.72669	355594.49648	379162.86428	492962.90897	428719.28750	334714.53518	459164.12695	353244.00044	466594.32702	328396.74131	402640.75888	495255.47755	426317.47192	371388.63468	382198.26561	324361.85048	383629.16516	372806.45400	396866.01687	142903.92057	340206.24254	355414.25895	369023.21955	396514.31798	293500.49774	366910.73738	317129.30158	414913.43407	326573.37415	408709.19328	305365.02549	367945.30222	455445.81845	388667.39823	385742.93226	485855.15427	425046.81567	380202.48607	349663.56887	351338.30695	316070.50830	398169.90919	341792.42359	390840.06498	327675.26339	328595.92980	368935.80562	449205.56524	380815.50134	446115.75712	393464.69263	336180.64747	364707.55486	334908.42086	330480.68837	393773.93108	357776.66083	319095.67370	381947.56769	486437.64954	431830.27898	436537.71918	281036.15208	427493.95561	358584.52827	327574.92832	319227.18931	314342.27185	429383.05439	398722.90858	271643.28294	345679.51541	346950.78314	312669.06874
785.509756805004_256.334064	1252049.15208	588473.02362	508143.70119	429326.84486	693730.28558	233667.78303	643598.25260	434558.76671	891835.47620	308542.82633	546051.83734	1359096.35425	621310.28115	277682.09202	494422.19868	295626.15817	398856.75644	669053.17076	476556.25964	1117795.97901	347072.33655	680928.03242	715515.63000	567720.49211	398073.66799	309811.57519	415013.69740	395751.92757	499701.73274	990923.23358	402588.15705	662559.87792	501625.99801	429410.15180	668311.71357	372995.35210	1247142.07055	359022.90965	370089.75905	832760.36610	598065.28258	887710.47375	1575724.49632	437088.93088	337466.67506	461895.74378	536446.13689	407838.86705	385138.00714	384710.88596	523586.77874	508326.55181	273418.32506	899813.03282	475253.28320	351189.67845	834300.73872	783654.79583	424682.44770	627494.34761	216335.85476	410198.92812	469979.16716	588921.98246	277984.57780	263740.46774	298515.71063	701628.24176	547036.20416	848443.00707	939945.28252	337859.25594	339392.17982	340577.23554	547773.18340	441052.85687	798313.17654	448067.47138	311097.50522	445648.77890	794075.74630	304557.14825	857478.73034	625430.92271	816918.11726	261608.63225	718488.97317	307308.06187	862417.57012	570835.65371	529240.94796	663827.56981	749187.24306	757590.04764	1200495.28841	404658.68997	420368.27246	479505.73412	546821.42263	477168.87093	524749.02641	565863.47041	552796.08008
785.654802243795_876.24867	1282542.80117	1282675.55672	1456867.34413	1369304.40696	1552868.07151	795644.20156	901978.14379	843968.37919	1422862.54980	978164.96373	714938.91560	1576800.59567	939158.46092	555369.98861	1191295.84373	949813.95517	1111451.89271	1013030.42170	923342.01418	1680200.67598	592171.57840	1151640.50919	957658.21468	1361172.58792	1045551.93277	1112124.93520	897173.03742	1107982.94885	1210469.89956	1288204.20060	1008000.89804	1294741.72984	662800.58008	1382876.35703	1322401.17362	979154.21351	1300976.97381	862652.04906	904399.21869	1133298.98973	745808.45694	1094878.26106	1309429.78363	925074.99202	1042206.76444	924570.37024	1315695.61961	1054057.57961	1029513.77113	1718466.99302	1017974.71698	1410255.95388	743910.55213	1468035.15064	1162362.88813	1534019.31216	1279094.83325	1054853.99766	850293.37188	859363.61270	855804.10450	854939.86526	763318.26756	860796.45696	849750.41340	811706.52948	579211.91685	1175725.34873	1029325.22211	1253819.91121	1164853.07747	673778.16336	661060.35219	634232.99564	681293.36840	1044897.27650	1126010.58590	687929.14868	832091.02819	725866.11779	657656.76379	689471.43137	816166.12990	835460.71947	1379109.08458	917736.24170	962355.57671	703636.59542	763932.60976	1036995.51635	951332.56727	1640755.57910	1203188.31235	1146862.88257	1330813.56888	958936.13533	948569.70548	977156.43817	1025315.67183	1053337.31904	980304.29254	1003434.66485	991996.43986
786.658738987293_876.30372	584089.05740	699805.21386	648120.55085	652213.73194	734860.78082	427138.91280	469024.69792	375500.10650	738430.64599	455608.50158	406739.00772	799758.81052	427862.81544	311655.12900	633348.65910	436999.93082	520224.71321	497279.62571	374747.01116	944071.21512	275928.60551	670884.13365	499066.21682	640023.67679	464739.68186	470480.10623	425978.44995	468897.42507	612624.78305	721213.61288	432291.08539	739249.22587	374794.52084	757485.62721	612672.87051	494449.37314	668743.94226	403115.58877	453306.27316	596409.05867	424725.74199	516235.44550	598863.59894	443288.96900	551596.87842	502187.95574	661217.05875	504288.88284	436970.93877	867259.65419	482880.59548	598402.25236	305759.36925	787612.53339	533682.81621	796191.91619	613065.56188	517053.09504	420251.49102	417371.02232	446612.95025	465526.25993	427349.79193	420169.59639	401917.48267	399853.02388	332733.56254	574673.10495	453105.80141	660836.10072	521958.21186	315437.58421	412009.58031	298929.36181	335532.60853	484470.92825	557259.39821	352481.70050	384161.34372	322021.41096	408848.52668	301688.16180	433190.40666	472681.12842	615417.03776	429854.17774	395418.70229	377889.26716	343877.15264	517707.93895	466764.06930	751282.35077	512948.25703	633569.10922	634457.66847	449911.49643	419354.20090	444381.97751	554713.03681	383592.23591	443600.84506	523786.90596	488762.67363
787.526147528765_314.487645	12125335.37349	7542087.61185	8132453.39155	7999532.73360	7863192.94740	4379062.30440	7529339.41952	6830239.63367	7940341.00771	4500725.22226	6882137.32213	10172795.13855	7302569.16453	3465804.90470	7487728.71214	5660919.04915	6028214.86497	6429259.77757	6970059.36306	11089924.34566	4519226.06286	8206487.84017	6751119.96140	7745659.59797	5512742.53157	5240399.91478	4962496.14497	7107175.36349	9540889.64379	12084908.39285	6424075.72906	5884817.90854	5875419.70004	5946015.58087	7665324.33831	5915704.54064	8902735.77867	6502343.16753	5160417.50517	9113380.21582	7521318.97926	7761617.25211	10591399.86073	5206968.74754	8990390.75817	5532005.36786	8645215.81191	10194432.69132	5569807.81612	7680832.97848	6757682.91060	7320685.99049	5515691.32101	11790621.63606	7104107.29090	10354829.35183	9140096.70308	9024693.69763	7389264.85300	7646201.47085	3934059.56360	4905165.50207	5523985.69602	8019059.28441	4357803.26189	4120665.05965	4310305.94584	9222977.76723	7137279.92122	9027488.42307	9121057.96368	5367715.96870	5307901.12562	4427180.69411	5799459.39763	6767782.32150	7755784.48934	7137893.40916	4585131.14558	5326721.25904	8425588.69328	4620003.09079	7053006.87108	6935945.76678	8707832.06256	4256379.64658	7862344.34742	4816333.48833	7201235.28216	6102310.98955	6493743.39522	8290064.29166	9546884.16131	10498955.09798	8406167.65438	5554625.33270	5724787.05047	6692229.26201	6943476.76642	5413604.48859	6786177.88076	7022247.85120	7395477.19645
